No,Disease,Question,Answer1,Answer2,Answer3,Answer4
2123,水痘併發症,嬰幼兒感染了水痘會有什麼症狀？,初期輕微發燒、疲倦、食慾不振、頭痛及肌肉或關節痠痛，之後紅疹，漸發展成紅丘疹、水泡疹、膿泡疹而後結痂,,,
2124,水痘併發症,嬰幼兒要如何預防水痘併發症？,"孕婦及未接種新生兒，須避免接觸水痘病毒。
滿12個月以上的幼兒應按時程接種水痘疫苗。",,,
2125,傷寒,哪裡可以接種傷寒疫苗？,可以至國內的旅遊醫學門診接種傷寒疫苗,,,
2126,傷寒,我可以公費接種或投藥嗎？,目前接種傷寒疫苗須自費,,,
2127,傷寒,接種前要經過醫師評估？,傷寒疫苗雖然是一種安全有效之疫苗，但接種前必須先經醫師的詳細評估診察，以確認個案身體健康狀況，以及是否有疫苗使用禁忌症等，再決定可不可以接種,,,
2128,傷寒,我現在適合接種傷寒疫苗嗎？,對疫苗成分過敏者、高燒、罹患嚴重慢性疾病者建議暫緩接種,孕婦、免疫力不全患者或正在接受免疫抑制治療者建議經臨床醫師評估後再行接種,,
2129,傷寒,我想了解傷寒疫苗或預防藥品,目前國內使用的傷寒疫苗是一種不活化疫苗，現用疫苗是純化傷寒桿菌的細胞壁多醣體製成,,,
2130,傷寒,傷寒疫苗有哪些種類,傷寒疫苗目前國內只有供應一種，屬於不活化疫苗,,,
2131,傷寒,傷寒疫苗有哪些廠牌,目前國內所使用的傷寒疫苗廠牌為Sanofi Pasteur ,,,
2132,傷寒,該接種幾劑？,接種一劑即可，如持續暴露於高風險環境，可考慮每3年追加接種一劑疫苗,,,
2133,傷寒,疫苗保護力可以持續多久？,"接種後約14天可產生保護力，保護力約可維持2~3年
",,,
2134,傷寒,接種後或投藥後要注意什麼,"接種後若有任何不適或副作用，請儘速就醫及告知疫苗接種史，並通知接種疫苗之醫療院所
",,,
2135,傷寒,這是接種的副作用嗎？,注射部位可能有紅、腫、疼痛等局部反應,罕見的副作用包含發燒、倦怠、頭痛、關節痛、肌肉痛、噁心、腹痛及搔癢、疹子、蕁麻疹等過敏反應,,
2136,傷寒,有副作用去哪裡就醫,請儘速就醫及告知疫苗接種史，並通知接種疫苗之醫療院所,,,
2137,肉毒桿菌中毒,肉毒桿菌中毒有什麼危險徵兆,肉毒桿菌中毒嚴重者可能造成呼吸困難、呼吸肌麻痺而導致呼吸衰竭死亡，如有疑似肉毒桿菌中毒的症狀，請儘速至附近醫療院所就診,,,
2138,肉毒桿菌中毒,肉毒桿菌中毒的國內流行期,"最新資訊可參考衛生福利部疾病管制署「傳染病統計資料查詢系統」動態訊息
https://nidss.cdc.gov.tw/ch/",,,
2139,肉毒桿菌中毒,哪裡可以接種肉毒桿菌中毒疫苗？,目前無疫苗可預防,,,
2140,肉毒桿菌中毒,何時需要進行肉毒桿菌中毒的預防接種或投藥,目前無疫苗或藥品可預防,,,
2141,肉毒桿菌中毒,我可以公費接種或投藥嗎？,目前無疫苗可預防，惟如出現疑似肉毒桿菌中毒症狀，並經臨床醫師評估有抗毒素治療之需求時，可由醫療院所向衛生福利部疾病管制署申請肉毒桿菌抗毒素治療,為緊急救治考量，國人或非本國籍之疑似肉毒桿菌中毒者均可申請使用本項抗毒素。惟因人為因素注射肉毒桿菌素（如：醫學美容）之疑似肉毒桿菌中毒個案，以及非本國籍、無本國居留證且無加入全民健康保險之外籍人士等，需自費使用,,
2142,肉毒桿菌中毒,接種肉毒桿菌中毒疫苗該帶什麼證件？,目前無疫苗可預防,,,
2143,肉毒桿菌中毒,有擴大施打對象嗎？,目前無疫苗可預防,,,
2144,肉毒桿菌中毒,接種前要經過醫師評估？,目前無疫苗可預防,,,
2145,肉毒桿菌中毒,我現在適合接種肉毒桿菌中毒疫苗嗎？,目前無疫苗可預防,,,
2146,肉毒桿菌中毒,我想了解肉毒桿菌中毒疫苗或預防藥品,目前無疫苗或藥品可預防,,,
2147,肉毒桿菌中毒,肉毒桿菌中毒疫苗有哪些種類,目前無疫苗可預防,,,
2148,肉毒桿菌中毒,肉毒桿菌中毒疫苗有哪些廠牌,目前無疫苗可預防,,,
2149,肉毒桿菌中毒,該接種幾劑？,目前無疫苗可預防,,,
2150,肉毒桿菌中毒,疫苗保護力可以持續多久？,目前無疫苗可預防,,,
2151,肉毒桿菌中毒,接種後或投藥後要注意什麼,目前無疫苗或藥品可預防,,,
2152,肉毒桿菌中毒,這是接種的副作用嗎？,目前無疫苗可預防,,,
2153,肉毒桿菌中毒,有副作用去哪裡就醫,目前無疫苗或藥品可預防,,,
2154,肉毒桿菌中毒,罹患肉毒桿菌中毒可以上班上課？,肉毒桿菌中毒雖無人與人間的直接傳染風險，但部分病患須住院治療無法上班上課；建議生病期間接受治療並儘量休息以儘早恢復,,,
2155,肉毒桿菌中毒,我需要篩檢嗎？,不需要,,,
2156,肉毒桿菌中毒,我能公費使用肉毒桿菌中毒用藥？,如出現疑似肉毒桿菌中毒症狀，並經臨床醫師評估有抗毒素治療之需求時，可由醫療院所向衛生福利部疾病管制署申請肉毒桿菌抗毒素治療,為緊急救治考量，國人或非本國籍之疑似肉毒桿菌中毒者均可申請使用本項抗毒素。惟因人為因素注射肉毒桿菌素（如：醫學美容）之疑似肉毒桿菌中毒個案，以及非本國籍、無本國居留證且無加入全民健康保險之外籍人士等，需自費使用,,
2157,肉毒桿菌中毒,我適合使用肉毒桿菌中毒用藥？,如出現疑似肉毒桿菌中毒症狀，並經臨床醫師評估有抗毒素治療之需求時，可由醫療院所向衛生福利部疾病管制署申請肉毒桿菌抗毒素治療,,,
2158,肉毒桿菌中毒,能自行領用肉毒桿菌中毒用藥？,如出現疑似肉毒桿菌中毒症狀，並經臨床醫師評估有抗毒素治療之需求時，可由醫療院所向衛生福利部疾病管制署申請肉毒桿菌抗毒素治療,,,
2159,肉毒桿菌中毒,自費肉毒桿菌中毒用藥藥多少錢？,自費費用以專案進口實際單價計算，相關訊息可參考「衛生福利部疾病管制署專案進口肉毒桿菌抗毒素申請及使用注意事項」,,,
2160,肉毒桿菌中毒,了解肉毒桿菌中毒用藥,可以健保用藥治療，如經臨床醫師評估有抗毒素治療之需求時，再以專案進口抗毒素進行治療,,,
2161,肉毒桿菌中毒,肉毒桿菌中毒用藥有哪些種類？,肉毒桿菌中毒之治療用藥係依循醫師處方，另如經臨床醫師評估有抗毒素治療之需求時，可由醫療院所向衛生福利部疾病管制署申請肉毒桿菌抗毒素治療,,,
2162,肉毒桿菌中毒,肉毒桿菌中毒用藥有哪些廠牌？,各家醫療院所儲備用藥不盡相同，請洽各醫療院所；另衛生福利部疾病管制署自十大醫藥先進國家所專案進口之肉毒桿菌抗毒素，未限定特殊廠牌,,,
2163,肉毒桿菌中毒,肉毒桿菌中毒用藥後要注意什麼？,少數接受肉毒桿菌抗毒素治療之個案，可能發生對馬血漿製劑或馬源性蛋白過敏反應，需經臨床醫師審慎評估可能風險後再申請使用,由於肉毒桿菌抗毒素製造原料為馬血漿，製造過程雖已進行傳染性疾病致病源去除或去活化，惟仍無法完全排除傳染性疾病致病原殘留之可能性，具有可能傳播其他感染性疾病之風險,肉毒桿菌抗毒素含麥芽糖（maltose）成分，可能干擾某些血糖監測儀器檢測結果。因此，注射肉毒桿菌抗毒素的患者如需測量血糖，請採用具葡萄糖特異性的血糖測量方式，以獲取實際血糖值,
2164,肉毒桿菌中毒,這是治療後的副作用嗎？,請參考用藥說明,,,
2165,肉毒桿菌中毒,服用肉毒桿菌中毒用藥有哪些副作用？,請參考用藥說明,,,
2166,肉毒桿菌中毒,服用肉毒桿菌中毒用藥有副作用要去哪裡就醫？,服藥後發生不適或緊急之情況，應立刻至醫院向醫師諮詢或接受必要之處置,,,
2167,肉毒桿菌中毒,肉毒桿菌中毒用藥可否自行停藥？,請遵循醫囑用藥,,,
2168,肉毒桿菌中毒,嬰幼兒感染了肉毒桿菌中毒會有什麼症狀？,包含便秘、倦怠、食慾不振、眼瞼下垂、吞嚥困難等，有時會發展至呼吸無力衰竭而死亡,,,
2169,肉毒桿菌中毒,嬰幼兒要如何預防肉毒桿菌中毒？,1歲以下嬰兒應避免餵食蜂蜜；另帶皮蔬果應澈底清洗及去皮後，才進行副食品的製作,,,
2170,李斯特菌症,李斯特菌症有什麼危險徵兆,感染後的疾病嚴重程度取決於受感染者的免疫狀況，較不具症狀特異性,免疫力正常者不易遭受李斯特菌感染，或感染後僅有腹瀉、噁心、嘔吐等腸胃道症狀；然而年長者、免疫力低下的族群、孕婦、胎兒及新生兒，則可能引發侵襲性感染,,
2171,李斯特菌症,李斯特菌症的國內流行期,"最新資訊可參考衛生福利部疾病管制署「傳染病統計資料查詢系統」動態訊息
https://nidss.cdc.gov.tw/ch/",,,
2172,李斯特菌症,哪裡可以接種李斯特菌症疫苗？,目前無疫苗可預防,,,
2173,李斯特菌症,何時需要進行李斯特菌症的預防接種或投藥,目前無疫苗或藥品可預防,,,
2174,李斯特菌症,我可以公費接種或投藥嗎？,目前無疫苗或藥品可預防,,,
2175,李斯特菌症,接種李斯特菌症疫苗該帶什麼證件？,目前無疫苗可預防,,,
2176,李斯特菌症,有擴大施打對象嗎？,目前無疫苗可預防,,,
2177,李斯特菌症,接種前要經過醫師評估？,目前無疫苗可預防,,,
2178,李斯特菌症,我現在適合接種李斯特菌症疫苗嗎？,目前無疫苗可預防,,,
2179,李斯特菌症,我想了解李斯特菌症疫苗或預防藥品,目前無疫苗或藥品可預防,,,
2180,李斯特菌症,李斯特菌症疫苗有哪些種類,目前無疫苗可預防,,,
2181,李斯特菌症,李斯特菌症疫苗有哪些廠牌,目前無疫苗可預防,,,
2182,李斯特菌症,該接種幾劑？,目前無疫苗可預防,,,
2183,李斯特菌症,疫苗保護力可以持續多久？,目前無疫苗可預防,,,
2184,李斯特菌症,接種後或投藥後要注意什麼,目前無疫苗或藥品可預防,,,
2185,李斯特菌症,這是接種的副作用嗎？,目前無疫苗可預防,,,
2186,李斯特菌症,有副作用去哪裡就醫,目前無疫苗或藥品可預防,,,
2187,李斯特菌症,罹患李斯特菌症可以上班上課？,李斯特菌症除母嬰垂直感染外，目前尚無人傳人的案例，但部分病患須住院治療無法上班上課；建議生病期間接受治療並儘量休息以儘早恢復,,,
2188,李斯特菌症,我需要篩檢嗎？,不需要,,,
2189,李斯特菌症,我能公費使用李斯特菌症用藥？,李斯特菌症可以健保用藥治療,,,
2190,李斯特菌症,我適合使用李斯特菌症用藥？,請依醫師建議進行治療,,,
2191,李斯特菌症,能自行領用李斯特菌症用藥？,請依醫師建議進行治療,,,
2192,李斯特菌症,自費李斯特菌症用藥藥多少錢？,治療藥品可由全民健康保險給付,,,
2193,李斯特菌症,了解李斯特菌症用藥,各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2194,李斯特菌症,李斯特菌症用藥有哪些種類？,各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2195,李斯特菌症,李斯特菌症用藥有哪些廠牌？,各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2196,李斯特菌症,李斯特菌症用藥後要注意什麼？,若用藥後出現任何不適情形，請立即諮詢開立處方的臨床醫師,,,
2197,李斯特菌症,這是治療後的副作用嗎？,請參考用藥說明,,,
2198,李斯特菌症,服用李斯特菌症用藥有哪些副作用？,請參考用藥說明,,,
2199,李斯特菌症,服用李斯特菌症用藥有副作用要去哪裡就醫？,服藥後發生不適或緊急之情況，應立即向醫師諮詢或接受必要之處置,,,
2200,李斯特菌症,李斯特菌症用藥可否自行停藥？,請遵循醫囑用藥,,,
2201,李斯特菌症,孕婦感染了李斯特菌症會有什麼症狀？,多僅呈現類流感症狀，但孕婦感染後可能導致流產、死胎或早產,,,
2202,病毒性腸胃炎,病毒性腸胃炎有什麼危險徵兆,對於因嘔吐或腹瀉流失體液及電解質而又無法補充的人，如嬰幼兒、年長者、免疫功能不良者及需要長期照護者，其體液的流失可能導致脫水及電解質不平衡，進而抽搐，甚至死亡，需要特別注意，並請儘速至附近醫療院所就診,,,
2203,病毒性腸胃炎,病毒性腸胃炎有什麼併發症,對於因嘔吐或腹瀉流失體液及電解質而又無法補充的人，如嬰幼兒、年長者、免疫功能不良者及需要長期照護者，其體液的流失可能導致脫水及電解質不平衡，進而抽搐，甚至死亡，需要特別注意,,,
2204,病毒性腸胃炎,哪裡可以接種病毒性腸胃炎疫苗？,可洽詢就近之醫療院所是否有儲備並提供輪狀病毒疫苗接種服務,,,
2205,病毒性腸胃炎,接種病毒性腸胃炎疫苗該帶什麼證件？,輪狀病毒疫苗目前在國內仍屬自費疫苗，但部分地方政府提供接種補助；關於有否補助接種及所需證件，請洽當地衛生局(所)瞭解,,,
2206,病毒性腸胃炎,有擴大施打對象嗎？,輪狀病毒疫苗目前在國內仍屬自費疫苗，但部分地方政府提供接種補助；關於有否補助及補助施打對象，請洽當地衛生局(所)瞭解,,,
2207,病毒性腸胃炎,我現在適合接種病毒性腸胃炎疫苗嗎？,2劑型輪狀病毒疫苗「羅特律(Rotarix)疫苗」適合出生滿6週至24週內(168天)嬰兒使用,3劑型輪狀病毒疫苗「輪達停(RotaTeq)疫苗」適合出生滿6週至32週內(224天)嬰兒使用,,
2208,病毒性腸胃炎,我需要篩檢嗎？,目前並無病毒性腸胃炎篩檢,,,
2209,病毒性腸胃炎,我能公費使用病毒性腸胃炎用藥？,病毒性腸胃炎相關症狀可以健保用藥治療，並請注意適度補充水分與電解質，以防止脫水和電解質的流失,,,
2210,病毒性腸胃炎,我適合使用病毒性腸胃炎用藥？,請依醫師建議進行治療,,,
2211,病毒性腸胃炎,能自行領用病毒性腸胃炎用藥？,請依醫師建議進行治療,,,
2212,病毒性腸胃炎,自費病毒性腸胃炎用藥藥多少錢？,病毒性腸胃炎相關症狀可以健保用藥治療，並請注意適度補充水分與電解質，以防止脫水和電解質的流失,,,
2213,病毒性腸胃炎,了解病毒性腸胃炎用藥,各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
2214,病毒性腸胃炎,病毒性腸胃炎用藥有哪些種類？,各家醫療院所儲備用藥不盡相同，請洽各醫療院所,,,
