確定病名,死亡年份,死亡月份,縣市,鄉鎮,性別,是否為境外移入,年齡層,死亡病例數
嚴重特殊傳染性肺炎,2024,4,南投縣,草屯鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,南投縣,竹山鎮,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,雲林縣,土庫鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,雲林縣,林內鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,雲林縣,林內鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,雲林縣,四湖鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2024,4,嘉義縣,布袋鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,嘉義縣,水上鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,屏東縣,麟洛鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,屏東縣,竹田鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,屏東縣,枋寮鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2024,4,屏東縣,新園鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,屏東縣,瑪家鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,屏東縣,獅子鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,花蓮縣,吉安鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,花蓮縣,吉安鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,4,台東縣,東河鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,金門縣,金湖鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,4,金門縣,金寧鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2024,5,台北市,松山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台北市,大安區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,5,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台北市,士林區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台北市,北投區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,5,台中市,豐原區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,沙鹿區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,后里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,大雅區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,太平區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,5,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,南區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台南市,將軍區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台南市,新市區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台南市,安定區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,旗山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,5,高雄市,鳥松區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,高雄市,湖內區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,梓官區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,高雄市,鼓山區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,高雄市,鼓山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,楠梓區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,三民區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,5,高雄市,三民區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,新興區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,苓雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,高雄市,小港區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,基隆市,七堵區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,5,新北市,板橋區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,新北市,三重區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,5,新北市,三重區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,新北市,永和區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,5,新北市,新莊區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,5,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,新北市,樹林區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,新北市,淡水區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,新北市,林口區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,桃園市,桃園區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,中壢區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,大溪區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,蘆竹區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,蘆竹區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,龜山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,龍潭區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,5,桃園市,龍潭區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,平鎮區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,桃園市,復興區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,5,新竹縣,北埔鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,宜蘭縣,頭城鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,宜蘭縣,員山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,宜蘭縣,五結鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,苗栗縣,苗栗市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,5,苗栗縣,苗栗市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,5,苗栗縣,苑裡鎮,M,否,50-54,1
嚴重特殊傳染性肺炎,2024,5,苗栗縣,竹南鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,彰化縣,和美鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,彰化縣,員林市,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,5,彰化縣,花壇鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,彰化縣,芬園鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,南投縣,南投市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,南投縣,埔里鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,雲林縣,古坑鄉,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,5,雲林縣,崙背鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,嘉義縣,水上鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,屏東縣,屏東市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,屏東縣,萬巒鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,5,屏東縣,竹田鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,屏東縣,來義鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,花蓮縣,吉安鄉,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,5,花蓮縣,富里鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,台東縣,台東市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,5,金門縣,烈嶼鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,松山區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台北市,松山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,大同區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,中山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,士林區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,北投區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台北市,信義區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台北市,中正區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,台北市,中正區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台北市,中正區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台北市,萬華區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台中市,豐原區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,台中市,東勢區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,台中市,大甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,后里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,神岡區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,龍井區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,太平區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,大里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,北區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台中市,北屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,麻豆區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,6,台南市,新化區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台南市,新化區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,善化區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,柳營區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,下營區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,下營區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台南市,官田區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,西港區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,七股區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台南市,安定區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,仁德區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,歸仁區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,台南市,關廟區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,永康區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,台南市,永康區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,南區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,台南市,南區,F,否,70+,4
嚴重特殊傳染性肺炎,2024,6,台南市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,安南區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,鳳山區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,高雄市,岡山區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,高雄市,林園區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,大寮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,高雄市,大樹區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,仁武區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,6,高雄市,仁武區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,高雄市,鳥松區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,田寮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,鼓山區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,鼓山區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,6,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,楠梓區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,楠梓區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,三民區,F,否,70+,3
嚴重特殊傳染性肺炎,2024,6,高雄市,三民區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,高雄市,新興區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,高雄市,苓雅區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,基隆市,暖暖區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,基隆市,仁愛區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,基隆市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,嘉義市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,嘉義市,西區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,板橋區,M,否,65-69,3
嚴重特殊傳染性肺炎,2024,6,新北市,板橋區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,新北市,板橋區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,6,新北市,三重區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,新北市,永和區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,中和區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,新北市,新店區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,新莊區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,6,新北市,新莊區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,新北市,新莊區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,新莊區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,樹林區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,新北市,樹林區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,新北市,鶯歌區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,新北市,三峽區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,三峽區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,新北市,淡水區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,瑞芳區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,土城區,M,否,15-19,1
嚴重特殊傳染性肺炎,2024,6,新北市,土城區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,蘆洲區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,五股區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,新北市,林口區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,桃園市,桃園區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,6,桃園市,楊梅區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,桃園市,楊梅區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,桃園市,龜山區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,6,桃園市,龜山區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,桃園市,八德區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,6,桃園市,八德區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,桃園市,八德區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,桃園市,龍潭區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,桃園市,龍潭區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,桃園市,平鎮區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,桃園市,平鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,桃園市,平鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,桃園市,觀音區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,新竹縣,竹東鎮,M,否,70+,3
嚴重特殊傳染性肺炎,2024,6,宜蘭縣,礁溪鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,宜蘭縣,冬山鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,宜蘭縣,冬山鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,苗栗縣,苗栗市,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,苗栗縣,苑裡鎮,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,苗栗縣,苑裡鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,苗栗縣,竹南鎮,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,苗栗縣,大湖鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,苗栗縣,公館鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,彰化縣,彰化市,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,6,彰化縣,彰化市,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,彰化縣,伸港鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,彰化縣,伸港鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,彰化縣,大村鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,彰化縣,社頭鄉,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,彰化縣,芳苑鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,彰化縣,竹塘鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,南投縣,草屯鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,南投縣,名間鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,南投縣,名間鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,南投縣,鹿谷鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,南投縣,魚池鄉,M,否,35-39,1
嚴重特殊傳染性肺炎,2024,6,南投縣,水里鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,南投縣,信義鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,雲林縣,斗六市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,雲林縣,斗六市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,雲林縣,古坑鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,雲林縣,林內鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,雲林縣,崙背鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,雲林縣,元長鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,嘉義縣,太保市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,嘉義縣,水上鄉,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,屏東縣,屏東市,M,否,70+,3
嚴重特殊傳染性肺炎,2024,6,屏東縣,恆春鎮,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,屏東縣,恆春鎮,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,屏東縣,萬丹鄉,M,否,70+,2
嚴重特殊傳染性肺炎,2024,6,澎湖縣,馬公市,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,澎湖縣,馬公市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,澎湖縣,西嶼鄉,F,否,70+,1
嚴重特殊傳染性肺炎,2024,6,花蓮縣,花蓮市,F,否,70+,2
嚴重特殊傳染性肺炎,2024,6,花蓮縣,花蓮市,M,否,70+,1
嚴重特殊傳染性肺炎,2024,6,花蓮縣,吉安鄉,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,6,台東縣,東河鄉,F,否,50-54,1
嚴重特殊傳染性肺炎,2024,7,台北市,大安區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台北市,中山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台北市,內湖區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台北市,士林區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台北市,士林區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台北市,北投區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,台北市,北投區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台北市,信義區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台北市,萬華區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台中市,梧棲區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,后里區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,外埔區,F,否,55-59,1
嚴重特殊傳染性肺炎,2024,7,台中市,外埔區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,大肚區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,龍井區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,7,台中市,霧峰區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,大里區,M,否,45-49,1
嚴重特殊傳染性肺炎,2024,7,台中市,大里區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,北區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,西屯區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台中市,西屯區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,鹽水區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,佳里區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台南市,新化區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台南市,新化區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台南市,學甲區,F,否,60-64,1
嚴重特殊傳染性肺炎,2024,7,台南市,學甲區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,東山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,七股區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,台南市,新市區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,玉井區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,仁德區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,東區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,南區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,台南市,中西區,M,否,55-59,1
嚴重特殊傳染性肺炎,2024,7,台南市,中西區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,台南市,安南區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,鳳山區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,7,高雄市,鳳山區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,高雄市,鳳山區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,大樹區,M,否,60-64,1
嚴重特殊傳染性肺炎,2024,7,高雄市,燕巢區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,田寮區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,阿蓮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,茄萣區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,彌陀區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,左營區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,左營區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,三民區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,高雄市,三民區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,高雄市,三民區,M,否,70+,3
嚴重特殊傳染性肺炎,2024,7,高雄市,苓雅區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,高雄市,苓雅區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,前鎮區,F,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,高雄市,前鎮區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,高雄市,小港區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,基隆市,安樂區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,嘉義市,東區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,嘉義市,西區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,新北市,板橋區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,新北市,板橋區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,新北市,板橋區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,新北市,三重區,F,否,70+,2
嚴重特殊傳染性肺炎,2024,7,新北市,三重區,M,否,70+,2
嚴重特殊傳染性肺炎,2024,7,新北市,永和區,M,否,65-69,1
嚴重特殊傳染性肺炎,2024,7,新北市,永和區,M,否,70+,1
嚴重特殊傳染性肺炎,2024,7,新北市,中和區,F,否,70+,1
嚴重特殊傳染性肺炎,2024,7,新北市,中和區,M,否,70+,1
